2019,1,22,7,7,42.9998369
-0.619633,0.784891,0,,,
2019,1,22,7,7,43.9998369
-0.575434,0.817848,0,,,
-0.637323,0.770597,0,,,
2019,1,22,7,7,43.9998369
-0.61826,0.785974,0,,,
2019,1,22,7,7,44.9998369
-0.65764,0.753332,0,,,
-0.612633,0.790368,0,,,
2019,1,22,7,7,45.9998369
-0.707069,0.707145,0,,,
2019,1,22,7,7,46.9998369
-0.624684,0.780878,0,,,
-0.686766,0.726879,0,,,
2019,1,22,7,7,47.9998369
-0.625322,0.780367,0,,,
2019,1,22,7,7,48.9998369
-0.722901,0.690952,0,,,
-0.600336,0.799748,0,,,
2019,1,22,7,7,49.9998369
-0.666998,0.74506,0,,,
2019,1,22,7,7,50.9998369
-0.645635,0.763646,0,,,
-0.679667,0.733521,0,,,
2019,1,22,7,7,51.9998369
-0.663204,0.748439,0,,,
-0.666117,0.745847,0,,,
2019,1,22,7,7,52.9998369
-0.658602,0.752492,0,,,
2019,1,22,7,7,53.9998369
-0.71077,0.703424,0,,,
-0.660231,0.751063,0,,,
2019,1,22,7,7,54.9998369
-0.64833,0.761359,0,,,
2019,1,22,7,7,55.9998369
-0.653189,0.757195,0,,,
2019,1,22,7,7,56.9998369
-0.632749,0.774357,0,,,
-0.622233,0.782832,0,,,
2019,1,22,7,7,57.9998369
